id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
644304278514508886,Historic Studio Near UChicago & DT by Zen Rentals,377947515,Zen,,Hyde Park,41.79383,-87.59213,Entire home/apt,121,2,2,2022-08-20,1.54,17,322,2,R20000060051
644321309676806412,Historic Studio Near UChicago & DT by Zen Rentals,377947515,Zen,,Hyde Park,41.79382,-87.59159,Entire home/apt,111,2,8,2022-08-28,2.50,17,280,8,R22000079483
644474653196514235,Cheerful 5 Bedroom Home in Chicago,23612069,Tj,,Near West Side,41.87959,-87.68153,Entire home/apt,218,1,8,2022-09-11,3.24,18,87,8,R17000013147
644533147054416372,Central Comfy Studio in OldTown,23612069,Tj,,Near North Side,41.90883,-87.63282,Entire home/apt,110,1,9,2022-09-09,2.97,18,327,9,R17000013138
644729063197333898,"3BR Skyline Penthouse | Amazing Views, Pool, & Gym",67751745,Brett,,Loop,41.88474,-87.61447,Entire home/apt,581,3,4,2022-08-17,1.28,7,141,4,R22000082527
644730501256968407,2nd City Like a Chicagoan,130065939,Benjamin,,Avondale,41.94447990449352,-87.72050843877433,Entire home/apt,110,2,6,2022-09-13,4.19,1,337,6,R22000082196
644753978447826060,"Loop 1BR w/ Gym, Roof & Lounge, same block as L",107434423,Blueground,,Loop,41.87710939999999,-87.6338518,Entire home/apt,143,32,0,,,525,335,0,
644762047496623548,Charming 1BDR in top location!,36700507,Andreas,,Lincoln Park,41.92763,-87.65438,Entire home/apt,130,32,0,,,1,229,0,
644767713528701890,+Queen Bed-Safe Area-Laundry-Friendly Dog-SmartTV+,132851466,Joey,,Norwood Park,41.99296,-87.7832,Private room,85,2,3,2022-09-05,1.02,3,164,3,R21000075491
644798549309520103,"Steps to Shop, Eat, Train | Easy Access | Zencity",47172572,Zencity,,West Town,41.89504,-87.66084,Entire home/apt,115,1,7,2022-08-21,3.00,57,338,7,R19000043484
644855110859341281,+King Bed-Very Safe Area-Friendly Dog-Netflix+,132851466,Joey,,Norwood Park,41.99064351733623,-87.7832137701961,Private room,91,3,3,2022-09-01,1.48,3,163,3,R21000075491
644863764114762742,Incredible 1Br in the Heart of DT Great Amenities!,391945218,Matt,,Loop,41.88462,-87.62591,Entire home/apt,552,32,0,,,23,90,0,
644876126977164218,Sunny Getaway Steps from Bucktown + Wicker Park,409349669,Mark,,Logan Square,41.918148496542116,-87.67557776690309,Entire home/apt,177,1,6,2022-08-15,3.05,4,151,6,R22000083967
644915628513367191,Huge Sunny 2 Bedroom Plant Paradise Penthouse,171521027,James,,Bridgeport,41.8378202,-87.6448695,Entire home/apt,320,1,2,2022-08-22,1.54,1,358,2,R22000085870
645305104897024342,"W. Loop Studio w/ Deck, Pool & Gym, 3 blocks to L",107434423,Blueground,,Near West Side,41.8850096,-87.6440271,Entire home/apt,205,32,0,,,525,74,0,
645517682076041188,$_$ Gaming House Retreat + Patio&Free Parking $_$,150639375,Federico,,North Lawndale,41.84778526875641,-87.7351451112943,Entire home/apt,157,2,2,2022-09-08,2,3,353,2,R22000083767
646196695872568403,The Sasha & Malia - 5 min drive from Obama Center,72651433,Zafar,,South Shore,41.76217,-87.59189,Entire home/apt,355,3,5,2022-08-20,2.03,10,170,5,R22000083787
646247008059024745,Historic Studio Near UChicago & DT by Zen Rentals,377947515,Zen,,Hyde Park,41.79319,-87.59261,Entire home/apt,130,2,16,2022-08-28,5.58,17,236,16,R18000031904
646257264342607541,Historic Studio Near UChicago & DT by Zen Rentals,377947515,Zen,,Hyde Park,41.79325,-87.59476,Entire home/apt,125,2,4,2022-08-10,1.50,17,298,4,R18000031905
646386625230152396,King Bedroom in Theatre District,431019163,Paul,,Loop,41.88552,-87.62849,Private room,325,1,6,2022-09-04,1.98,8,27,6,2506121
646386647082376641,Charming King Bedroom in Loop,431019163,Paul,,Loop,41.88397,-87.62794,Private room,325,1,7,2022-08-28,2.36,8,27,7,2506121
646443538868634616,Entire condo minutes from Lake | McCormick Place,135444795,Aprelah,,Douglas,41.83892,-87.61563,Entire home/apt,128,3,11,2022-09-11,4.07,1,45,11,R22000084075
646455524586428840,Lovely 3-Bedroom unit w/free parking close to City,371036931,Roseanna,,Near West Side,41.87007,-87.65368,Entire home/apt,175,4,2,2022-08-30,1.20,27,183,2,R21000075464
646557416547912385,Beautiful private  apartment completely Renovated.,463628004,Hernesto,,Logan Square,41.9198011,-87.7207268,Entire home/apt,170,2,15,2022-09-11,6.25,1,352,15,R22000084549
646609254666090434,Snug Garden by the Park,48093605,Jeremiah,,West Town,41.9014792075164,-87.70673201336324,Private room,65,1,3,2022-09-08,3,1,174,3,R22000086608
646663918322241614,"Lovely 4 Bedroom
With courtyard bedroom Southport",11036600,Mari,,Lake View,41.93881,-87.66343,Entire home/apt,174,32,0,,,10,130,0,
646820947925474637,Private Room in Hyde Park (near UChicago campus),428256398,Rocio,,Hyde Park,41.79745,-87.58832,Private room,65,32,0,,,1,134,0,
647155610914743109,🤩COOL SOUTH LOOP LOFT 5 MIN TO MCCORMICK & LOOP,209279064,Rudy,,Near South Side,41.8593363490182,-87.62595771845277,Entire home/apt,267,2,9,2022-09-12,5.87,3,155,9,R22000084347
647197491411578310,Cozy private room in apartment next to UChicago,7266402,Lauren,,Woodlawn,41.78505,-87.59654,Private room,37,32,0,,,1,84,0,
647369974551666096,Quaint & Quiet getaway | near train | modern touch,316480624,George,,Edgewater,41.98744,-87.66566,Entire home/apt,118,1,12,2022-08-29,4.00,19,345,12,R22000077841
647887169347763623,Lovely 1 BR 1BT all new in Chicago /Lincoln Square,629922,Alexandre,,Lincoln Square,41.9780559,-87.6808843,Entire home/apt,175,3,4,2022-09-05,2.73,1,326,4,R22000084507
647962148574789335,"Light-filled, reno apt, walk to airport and train.",463942169,Juan Carlos,,West Elsdon,41.7888276,-87.73374869999999,Entire home/apt,99,32,0,,,1,0,0,
647980487041005138,Historic 2 bedroom Condo in Chicago,50144339,Tracy,,West Englewood,41.778272,-87.6584419,Entire home/apt,181,1,5,2022-09-05,2.94,1,359,5,R22000085041
648127693072024164,Lincoln Square Newly Remolded Unit w/ Central HVAC,248475316,Sheri & Angie,,Lincoln Square,41.97074,-87.69938,Entire home/apt,268,32,0,,,2,317,0,
648161610862772301,Private Room in Heart of Chinatown/McCormick Rm203,144369871,Cinny,,Armour Square,41.847937074489046,-87.63256273503686,Private room,60,32,0,,,5,348,0,
648463447107057187,Modern Apartment in River West,38986401,Matt,,West Town,41.89219668219711,-87.64752067848877,Entire home/apt,80,32,0,,,1,169,0,
648529125900423204,3 Story Luxury Condo with Massive Roof-top Deck,115896160,Patrick,,West Town,41.899636686447984,-87.67191678674662,Entire home/apt,714,32,5,2022-09-04,2.50,1,363,5,R98765432108
648562238822899311,Lovely and Contemporary 1BR Apt in Lakeview,458971964,Rich,,Lake View,41.94493037060277,-87.64668756509805,Entire home/apt,102,1,0,,,8,76,0,R21000062169
648680183790580891,Stylish SFH Bucktown Retreat with Garage Parking,169297663,William,,West Town,41.91064,-87.69109,Entire home/apt,637,3,7,2022-08-29,3.28,13,322,7,R22000080087
648762220097229568,Comfy 2 Bedroom Apartment in vibrant Logan Square,64566942,Fabiolla,,Logan Square,41.91991769605695,-87.69038349140166,Entire home/apt,66,32,0,,,1,303,0,
648818181931720081,Stunning Suite 2 @ Hotel Nemo Downtown,2619611,Andrew,,West Town,41.9002,-87.67131,Entire home/apt,190,32,0,,,5,317,0,
649123544321953802,Lovely 1-bedroom apartment in Gold Coast,99540483,Alexander,,Near North Side,41.90803,-87.63155,Entire home/apt,250,32,0,,,1,90,0,
649144703975839833,Lovely 3 bedroom condo with front patio.,22345626,Dubbs,,West Town,41.90553,-87.69597,Entire home/apt,359,32,5,2022-08-01,1.85,3,361,5,2831093
649315315802087227,Luxurious 4 bdrm Home with Private Roof Deck,464280199,Chris,,Albany Park,41.96484722012067,-87.71478415888953,Entire home/apt,409,2,1,2022-09-05,1,1,55,1,R22000085029
649366334604413975,"Cute, Cozy Garden in Budlongwoods",270421564,Fabiana,,Lincoln Square,41.9775526,-87.6934405,Entire home/apt,182,5,2,2022-09-05,2,2,363,2,R22000086552
649476858911076646,WONDERFUL WICKER PARK 2BD/2BA w/ patios +parking,212313279,Nicole And Matt,,West Town,41.90914,-87.67476,Entire home/apt,324,2,7,2022-09-01,2.59,13,49,7,R22000076824
649835066119290910,Location! Location! Location!,238814659,Vanessa,,Douglas,41.84031,-87.61662,Entire home/apt,105,3,13,2022-08-13,4.38,2,0,13,R19000043478
649906858536454609,Luxury Penthouse In Vibrant West Loop,464407683,Hubbard Experiences,,West Town,41.8903205,-87.6507402,Entire home/apt,1171,1,8,2022-09-11,4.53,2,329,8,R22000083367
649916133701543749,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,,Kenwood,41.80368,-87.58642,Entire home/apt,133,1,8,2022-08-30,3.48,57,281,8,R22000079715
649936244510144405,Private and centrally located 3 bedroom,148461156,Ronald,,East Garfield Park,41.87685,-87.71434,Entire home/apt,90,32,1,2022-08-31,1,12,363,1,
649974943915158739,Stunning house in Old Town with parking,169726238,Azi,,Near North Side,41.90918660786816,-87.63750123690785,Entire home/apt,1141,3,8,2022-09-11,2.96,1,322,8,R22000084024
649987969908932555,Magnificent 3 Bedroom - Perfect Chicago Getaway!,5228189,Matthew,,Irving Park,41.96057,-87.72264,Entire home/apt,192,2,2,2022-08-28,2,19,81,2,R22000086601
650023185506071902,"Luxe- LONG STAY,4BED,UC 3MI,FREE PRKG,DWTN 15MIN",432373944,Idah,,Greater Grand Crossing,41.77127191496201,-87.61775780269386,Entire home/apt,141,2,1,2022-07-31,0.65,2,357,1,R22000083728
650109685913019875,Modern 3-bedroom penthouse with private rooftop,21662891,Alex,,West Town,41.9008279,-87.67083939999999,Entire home/apt,557,3,3,2022-09-07,2.81,1,343,3,R22000084044
650243229976365340,Stunning Suite 3 @ Hotel Nemo Downtown,2619611,Andrew,,West Town,41.90011,-87.66904,Entire home/apt,190,32,0,,,5,271,0,
650582327842639276,Explore North Side Chicago from Modern Studio APT,228485415,Syed,,West Ridge,41.997149784594306,-87.69160217461061,Entire home/apt,107,2,2,2022-08-21,1.58,8,295,2,R21000060516
650765283746942885,Complete Duplex Feels like 2 Private Homes @Wicker,2479544,The Joneses,,West Town,41.90488,-87.67403,Entire home/apt,762,2,4,2022-08-20,1.36,2,355,4,R20000058371
650802998604733946,Super conveniently located 2 bedroom garden unit,148461156,Ronald,,East Garfield Park,41.88751812008107,-87.71683016765506,Entire home/apt,89,32,0,,,12,363,0,
650992044406663284,Brand New Luxury home with roof deck JeffersonPark,209598565,Chux,,Jefferson Park,41.97853,-87.76765,Entire home/apt,378,3,6,2022-09-04,2.73,2,355,6,R22000079019
651103814026388825,"W. Town 1BR w/ Roof & W/D, 3 blocks to L",107434423,Blueground,,West Town,41.89539809999999,-87.6611428,Entire home/apt,195,32,0,,,525,347,0,
651311198793349838,King Bedroom in Downtown Loop,431019163,Paul,,Loop,41.884,-87.62837,Private room,325,1,6,2022-08-27,2.47,8,27,6,2506121
651315067121164451,Private King Room in Theatre District,431019163,Paul,,Loop,41.88511,-87.63007,Private room,325,1,4,2022-08-07,1.97,8,27,4,2506121
651319628968279396,Charming Private Room in Downtown,431019163,Paul,,Loop,41.88395853131269,-87.62850510398235,Private room,325,1,3,2022-08-22,1.70,8,27,3,2506121
651349875121571096,"Great Views, Old Town Chicago",300100681,Hernan,,Lincoln Park,41.9115777266899,-87.63570957947967,Entire home/apt,241,1,7,2022-08-21,2.59,6,0,7,R22000084167
651357160268409719,"Old Town Chicago, Amazing Views, Luxury",300100681,Hernan,,Near North Side,41.91029,-87.63797,Entire home/apt,371,1,9,2022-08-28,3.38,6,359,9,R22000084169
651434453197526155,"Fun, Vintage Apt btwn ORD &downtown-garage parking",1728889,David,,Hermosa,41.9136558293171,-87.72808682303598,Entire home/apt,129,2,6,2022-08-21,2.22,1,348,6,R22000084022
651484679090664597,Cozy 2-bdrm Apt w/ Easy Downtown/Loop Train Access,124094363,Kaitlin,,Lower West Side,41.85487797369163,-87.67943015351732,Entire home/apt,212,2,19,2022-09-12,7.70,1,36,19,R22000084171
651565501070072823,Lovely Room Close to Downtown Chicago R7G,226582852,Jane And Kris,,New City,41.80095,-87.64424,Private room,39,32,0,,,18,198,0,R83738393492
651586340098830804,Comfy 1BedRoom in Chicago,464786239,Volorya,,Near West Side,41.88225986877498,-87.64108669726629,Entire home/apt,109,32,0,,,1,365,0,
651725894210064515,University Of Chicago/Woodlawn Spacious 3BR 1.5B!,464809239,Dakota,,Hyde Park,41.7863009410281,-87.60498777559857,Entire home/apt,156,32,1,2022-08-28,1,1,181,1,
651893786139937485,A la maison - 2BD unit 10 min away from downtown,464835497,Manie,,Logan Square,41.925817593755475,-87.67659012161502,Entire home/apt,100,32,2,2022-09-05,2,1,134,2,R22000084937
652039003878166759,Great room near downtown chicago,226582852,Jane And Kris,,New City,41.8002487661541,-87.65128900100017,Private room,39,32,0,,,18,365,0,R82638385927
652082554840152466,Homely escape in a quiet neighborhood - 2 BD Apt,267339441,Feyi,,Irving Park,41.9607455991977,-87.72043217394058,Entire home/apt,146,2,9,2022-09-11,3.38,2,344,9,R22000083573
652288820467378413,McCormick Place 2b/2b w optional parking/sleeps 6,395498979,Milan,,Near South Side,41.85443029089038,-87.62347833612476,Entire home/apt,383,2,5,2022-08-20,1.85,46,264,5,2792126
652314641237026985,Urban Home a Walk to El line & Univ of Chicago,86094965,Kimberly,,Washington Park,41.7948435,-87.62744959999999,Entire home/apt,188,32,0,,,1,317,0,
652825765530420444,Three bedroom with office,148461156,Ronald,,East Garfield Park,41.878677609861754,-87.70473806949968,Entire home/apt,156,2,3,2022-07-25,1.48,12,354,3,R22000080767
652964940944124700,24arge Cozy Vintage 3BR hideaway near UChicago Med,100179,Kenneth,,Woodlawn,41.784425490275574,-87.61203448925495,Entire home/apt,364,3,2,2022-08-02,1.07,7,0,2,R17000019326
652993981647733253,Elegant AND Convenient CHICAGO apartment,464775326,Fatimah,,Greater Grand Crossing,41.76646883241428,-87.61396930036595,Entire home/apt,125,32,1,2022-09-05,1,1,359,1,2857395
653021239012833918,Private room near downtown chicago,226582852,Jane And Kris,,New City,41.80130321062202,-87.64563156077955,Private room,35,32,0,,,18,340,0,R93749374839
653065502789340325,Magnolia house in Bucktown,52129775,Ervin,,Logan Square,41.91447489999999,-87.669347,Entire home/apt,250,2,2,2022-08-07,1.33,1,339,2,R22000085881
653763664101566615,Jumbo Condo steps from Wrigley Field!,40319547,Josh,,Lake View,41.94889148831807,-87.65882480889559,Entire home/apt,144,32,0,,,8,142,0,
653812300930948775,Designer unit in the heart of Downtown/opt parking,243035563,Studebecker,,Near North Side,41.90424297334812,-87.63237914214687,Entire home/apt,468,2,7,2022-09-04,2.76,45,252,7,2792126
653866592949386630,Amazing Room Near Downtown Chicago - Free Parking,226582852,Jane And Kris,,New City,41.79959882801756,-87.64448040883886,Private room,35,32,1,2022-07-28,0.61,18,176,1,
654141818577766814,Classic 1BR Close to UChicago & DT by Zen Rentals,377947515,Zen,,Hyde Park,41.80091332809304,-87.59093672231548,Entire home/apt,114,1,4,2022-08-29,1.85,17,344,4,R20000060201
654249001641943313,🌈🏝🌈 420Friendly The Rainbow Island - FREEParking,35342456,Roberto,,Portage Park,41.93883339639561,-87.75713113712293,Private room,107,2,1,2022-09-11,1,18,360,1,R21000074241
654394258321810408,Lovely 2-bedroom apt in heart of Lincoln Park,50666544,Joshua,,Lincoln Park,41.92207166755084,-87.64025440543818,Entire home/apt,232,3,11,2022-09-12,4.58,1,330,11,R22000084003
654402569117708252,Awesome 🤩 Lincoln Park roomy 2br! Easy city access,316480624,George,,Lincoln Park,41.92534358723642,-87.66676404951619,Entire home/apt,186,1,0,,,19,356,0,R21000072480
654407641847270158,Urban Oasis - 2 Bed Apt in Hip Logan Square!,465428850,Stephanie And Zach,,Logan Square,41.91682,-87.70463,Entire home/apt,246,1,13,2022-08-29,4.87,1,355,13,R22000088876
654411300298666651,Cozy 2-Bedroom 2-Bath condo near transit station,465429842,Katrina,,Albany Park,41.96606,-87.72074,Entire home/apt,159,2,7,2022-08-28,3.56,1,341,7,R22000085109
654752368519624148,"River W. 1BR w/ Rooftop & Gym, nr Blue Line",107434423,Blueground,,West Town,41.8952397,-87.6551692,Entire home/apt,220,32,0,,,525,222,0,
654752668126006137,"River W. 2BR w/ Rooftop & Gym, nr Blue Line",107434423,Blueground,,West Town,41.8952397,-87.6551692,Entire home/apt,272,32,0,,,525,353,0,
654861662654159398,Entire 2 Bedroom House with dedicated office space,371702427,Adetoke,,Austin,41.87163536917795,-87.75625263986383,Entire home/apt,136,3,0,,,2,361,0,R22000082514
655003993641878485,GROUP LUX Wicker Park PANORAMA (rooftop/parking),212313279,Nicole And Matt,,West Town,41.91006372405093,-87.67628704885732,Entire home/apt,799,2,1,2022-08-26,1,13,71,1,R22000076824
655009027036440545,Cheerful 4-bedroom home in Bucktown,55615426,Anita,,Logan Square,41.91677165488222,-87.68018848859022,Entire home/apt,615,3,2,2022-09-05,2,1,0,2,R22000085299
655016221360263161,Clean & Comfy 2bd/1ba High Rise with Views,411474099,Smart,,Near South Side,41.85224272069172,-87.62668169266425,Entire home/apt,214,29,6,2022-08-29,2.31,2,118,6,R21000063379
655045847697755010,Best location DOWNTOWN in Chicago - SLEEPS 9!!,170785489,Dmd,,Near North Side,41.89983,-87.63722,Entire home/apt,224,3,6,2022-08-22,2.90,36,337,6,2500731
655080337964436331,Spacious Beauty 3BR 3Bath Duplex w/ Roof-Top Deck,56086056,Carla,,Grand Boulevard,41.82332847138712,-87.62515153485838,Entire home/apt,500,32,0,,,1,365,0,
655103076511739888,Wonderful 2BR River North Apt close to Restaurants,440050189,Betty And Gab,,Near North Side,41.89063746106993,-87.63199732815352,Entire home/apt,273,1,12,2022-08-28,5.29,8,60,12,R18000023992
655153487145565443,Best location DOWNTOWN in Chicago - SLEEPS 13!!,170785489,Dmd,,Near North Side,41.89837449963049,-87.63862783415446,Entire home/apt,291,3,6,2022-09-11,2.81,36,344,6,2500976
655174100685660152,Incredible Amenity-Packed Studio in the West Loop!,391945218,Matt,,Near West Side,41.87782021567431,-87.64779520509086,Entire home/apt,155,32,0,,,23,79,0,
655249482545735456,McCormick Place 2b/2b w optional parking/sleeps 6,395498979,Milan,,Near South Side,41.85494155158348,-87.62346910964752,Entire home/apt,413,2,3,2022-09-06,1.11,46,270,3,2792126
655255330176064897,Cheerful bdrm w/free parking & 10 mins to dwntown,48764722,Doris,,Austin,41.90009702105252,-87.75650069660132,Private room,73,1,2,2022-08-01,0.88,2,332,2,R19000049567
655268285335859260,McCormick Place HUGE 3Br/Parking/ping-pong/sleeps8,243035563,Studebecker,,Near South Side,41.85531765851199,-87.62499193476549,Entire home/apt,561,2,3,2022-09-12,2.14,45,276,3,2792126
655279003825326633,McCormick Place 420 friendly 2BR/parking/sleeps 6,243035563,Studebecker,,Near South Side,41.85434139547394,-87.62561819811981,Entire home/apt,367,2,7,2022-08-16,2.80,45,265,7,2792126
655286337132146476,Skyline view 2br/2ba McCormick Pl/parking/sleeps 6,395498979,Milan,,Near South Side,41.85398305154616,-87.62316616968991,Entire home/apt,334,2,3,2022-08-24,1.18,46,259,3,2792126
655296047998612492,Luxurious 4br Gold Coast Duplex Penthouse/sleeps 8,243035563,Studebecker,,Near North Side,41.90187658736835,-87.62581425157629,Entire home/apt,926,2,9,2022-08-21,3.80,45,231,9,2792126
655307052488766855,French design Luxurious Downtown 3br+2ba/sleeps 8,243035563,Studebecker,,Near North Side,41.90037977713918,-87.62434596874338,Entire home/apt,660,2,5,2022-09-05,1.85,45,260,5,2792126
655315572020697753,Luxurious Downtown 3br+2ba unit/Walk to Mag Mile,243035563,Studebecker,,Near North Side,41.90203,-87.62423,Entire home/apt,629,2,10,2022-09-03,3.90,45,264,10,2792126
655434184940639025,Chicago FHS Rental - W 64th St,136825532,FreeStand Home Solutions,,Clearing,41.77632502264408,-87.77604890247012,Entire home/apt,499,2,0,,,28,270,0,
655441181710604907,*Extended Stay* Chicago FHS Rental - W 64th St,136825532,FreeStand Home Solutions,,Clearing,41.7749,-87.77385,Entire home/apt,599,32,0,,,28,270,0,
655444310450112562,*Extended Stay* Chicago FHS Rental - Berwyn Ave,136825532,FreeStand Home Solutions,,Norwood Park,41.9778925030351,-87.80243859971046,Entire home/apt,599,32,0,,,28,270,0,
655591694569806759,2 Separate Suites in same building: A+ location!,170785489,Dmd,,Near North Side,41.89756393524112,-87.63841374935217,Entire home/apt,453,3,0,,,36,336,0,2500976
655595838333305688,Local Artist’s Quiet One Bedroom - Bowmanville,28292213,James,,Lincoln Square,41.97903880632146,-87.67993742656341,Entire home/apt,124,32,1,2022-08-31,1,1,365,1,
655627487897517739,Historic Logan Square 2BDR,45937954,William,,Logan Square,41.92688123929006,-87.69331072884103,Entire home/apt,180,2,9,2022-09-11,4.15,1,157,9,R22000083189
655664340007764355,Stylish & Tranquil in the Heart of Gold Coast,276133837,Lily,,Near North Side,41.90731060130206,-87.62821003987709,Entire home/apt,190,4,9,2022-08-29,3.38,1,172,9,R22000083627
655724263097936057,"Old-World, CLASSIC Unit Downtown - Sleeps 9!",170785489,Dmd,,Near North Side,41.903211126619645,-87.62501567095701,Entire home/apt,266,3,6,2022-09-09,2.86,36,324,6,2210120
655773181209614853,"Old-World, CLASSIC Unit 2 Downtown - Sleeps 8!",170785489,Dmd,,Near North Side,41.90304945921301,-87.62705944584627,Entire home/apt,201,3,4,2022-09-02,1.94,36,338,4,2210121
655791903916872861,"Old-World, CLASSIC Unit 3 Downtown - Sleeps 6!",170785489,Dmd,,Near North Side,41.901030436875935,-87.62490197173544,Entire home/apt,161,3,5,2022-08-12,2.17,36,333,5,2210122
655869504460086615,Lovely and Breathtaking CHI Building - Sleeps 29!!,170785489,Dmd,,Near North Side,41.89970141262598,-87.63722842882487,Entire home/apt,1542,2,0,,,36,341,0,2500976
655894531691078724,Standard King Bed Hotel Room at  St. Clair Hotel Chicago Magnificent Mile,425863337,St. Clair Hotel Chicago,,Near North Side,41.89438937716151,-87.62365567851337,Entire home/apt,183,32,40,2022-09-05,15.79,2,47,40,R12345678922
655901949082033582,"Old-World, CLASSIC Building Downtown - Sleeps 24!",170785489,Dmd,,Near North Side,41.90309091150725,-87.62709925678226,Entire home/apt,525,2,0,,,36,318,0,2210122
656059700514556919,14 pershing inn room,34191427,Sonia,,Brighton Park,41.82144196607359,-87.69641518533508,Private room,33,5,5,2022-08-21,1.85,8,241,5,R20000055392
656299439148952910,"3 BD, Fast WIFI, Free Parking | 5 min to Airport",444044625,Luke,,Garfield Ridge,41.795388079899155,-87.75318289735317,Entire home/apt,212,32,7,2022-09-05,3.00,1,353,7,R00000000000
656389319906009585,"Old-World, CLASSIC 2 units Downtown - Sleeps 12!",170785489,Dmd,,Near North Side,41.90119805320331,-87.62631630640806,Entire home/apt,364,2,0,,,36,331,0,2210122
656420883008146804,UChicago 1BR with Fast Transit DT by Zen Rentals,377947515,Zen,,Kenwood,41.80391808949013,-87.59347632314172,Entire home/apt,125,1,5,2022-08-24,2.94,17,340,5,R21000071732
656435156059315970,"Fantastic 1 bedrm, WiFi, free parking, quiet&cozy",9339313,Leon,,Lower West Side,41.85243519767276,-87.67471928514512,Entire home/apt,82,1,8,2022-08-28,3.20,12,332,8,R17000014174
656438613615620057,"5min to Wicker, Dtown | Quiet Flat + W&D | Zencity",47172572,Zencity,,West Town,41.901605473846644,-87.693600962718,Entire home/apt,128,1,3,2022-08-29,1.29,57,318,3,R18000026590
656461888464579844,"Steps to Bars, Lake, Eats | Easy Access | Zencity",47172572,Zencity,,Lincoln Park,41.922297937900986,-87.64583268457335,Entire home/apt,171,1,8,2022-08-08,3.33,57,325,8,R19000043292
656475017986422392,Spectacular Gold Coast villa w parking/sleeps 10,243035563,Studebecker,,Near North Side,41.90365843982319,-87.63301552973962,Entire home/apt,1049,2,6,2022-09-11,2.54,45,263,6,2792126
656524603351279909,Historic Studio Near UChicago & DT by Zen Rentals,377947515,Zen,,Hyde Park,41.79560193210274,-87.59229283721866,Entire home/apt,122,1,2,2022-07-04,0.75,17,339,2,R20000060052
656537203036433810,Historic Studio Near UChicago & DT by Zen Rentals,377947515,Zen,,Hyde Park,41.79524032060405,-87.59199390677284,Entire home/apt,118,1,1,2022-08-26,1,17,342,1,R20000060051
656580697499727468,Relaxing 3BR Logan Square with King Beds & Washer,459457994,Jean,,Avondale,41.93727521681956,-87.7204508248272,Entire home/apt,108,1,8,2022-08-24,3.58,9,78,8,R21000063891
656581427272696333,1BR Comfortable Apt close to Shops and Dining,458971964,Rich,,Lake View,41.93569,-87.65218,Entire home/apt,110,1,6,2022-08-28,2.47,8,74,6,R21000063880
656605955477815592,Minimalist 2BR Logan Sq Apt close to Train & Store,459457994,Jean,,Avondale,41.935176404062325,-87.7199451733363,Entire home/apt,198,1,4,2022-08-29,1.90,9,72,4,R21000063970
656611752759203660,Beautifully decorated 1BR Apt in Lakeview,458971964,Rich,,Lake View,41.933996954008535,-87.65277140752143,Entire home/apt,204,1,6,2022-08-27,2.61,8,71,6,R19000049892
656620480491523623,Stylish & Chic 1BR Hyde Park Apt,436809861,Inca And Chris,,Hyde Park,41.79874103698458,-87.58972072201664,Entire home/apt,82,1,1,2022-08-28,1,10,1,1,R19000050892
656625608512609851,1BR Boystown Apartment with Modern Elegance,458971964,Rich,,Lake View,41.94567765321982,-87.64450063769506,Entire home/apt,204,1,7,2022-08-29,2.84,8,70,7,R21000062384
656635867594681722,Newly renovated 4-bedroom unit with free parking,465930635,Jessica,,Woodlawn,41.775483366064975,-87.5922139786922,Entire home/apt,105,32,0,,,1,340,0,
656642478333809048,Feel at Home | 2BR Furnished Apartment,458971964,Rich,,Lake View,41.94539531666513,-87.64824562544578,Entire home/apt,180,1,7,2022-08-26,3.00,8,70,7,R22000085090
656645264510338023,Charming Bowmanville 1BR Apt w/ Roomy Living Room,458968716,Luanne,,Lincoln Square,41.97747364861078,-87.68135181971886,Entire home/apt,123,1,8,2022-08-29,3.29,11,66,8,R21000062365
656658446021972219,Luxurious Gold Coast villa w parking/sleeps 12,243035563,Studebecker,,Near North Side,41.90209199745166,-87.6329121993513,Entire home/apt,1037,2,2,2022-09-11,1.30,45,263,2,2792126
656667859721501707,Spacious Gold Coast/villa free parking/sleeps 12,243035563,Studebecker,,Near North Side,41.90192168447316,-87.63136078850344,Entire home/apt,1037,2,3,2022-09-05,2.81,45,276,3,2792126
656675964670765134,5br family heaven w Grill/Patio/Garage/Fireplace,243035563,Studebecker,,Lincoln Park,41.93076975749641,-87.66672379031081,Entire home/apt,853,2,1,2022-08-21,1,45,278,1,2792126
657008804220569695,Fine Studio Apt with Easy Access to Shops,458971964,Rich,,Lake View,41.94297842772723,-87.64323904971071,Entire home/apt,128,1,3,2022-08-08,1.38,8,1,3,R18000027302
657168860153534835,McCormick Place HUGE 4Br-2Ba/parking/sleeps 10,243035563,Studebecker,,Near South Side,41.85406414116598,-87.62555448571747,Entire home/apt,541,2,2,2022-08-28,1.09,45,224,2,2792126
657175221601289977,Beautiful 5br home for 14 guests with free parking,243035563,Studebecker,,Near North Side,41.902318061813844,-87.6443611943491,Entire home/apt,1135,2,8,2022-09-11,5.00,45,266,8,2792126
657206914615949114,Luxury apartment with river view!!!,91350590,Estela,,Loop,41.8875549,-87.61843809999999,Entire home/apt,239,32,0,,,1,102,0,
